"ctd_file","cruise","event","lat","lon","trip","id","date","time","dens1","oxy1","theta1","sal1","scan","temp1","pressure","cond1","bottle","dens2","oxy2","theta2","sal2","temp2","cond2","fluor1","fluor2","ph","opt_phase","opt_temp"
66603," BCD2000666",3,44.2667,-63.3167,1,213341," ""May 09 2000"""," ""01:20:49""",23.614,7.0334,,30.0642,,6.3851,1,,1,,,,,,,0.00621,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,2,213342," ""May 09 2000"""," ""01:20:49""",25.143,6.18462,,31.9656,,6.2893,5,,2,,,,,,,1.077,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,3,213343," ""May 09 2000"""," ""01:20:49""",25.2,6.1806,,31.9626,,5.998,10,,3,,,,,,,1.065,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,4,213344," ""May 09 2000"""," ""01:20:49""",25.302,6.21183,,31.9965,,5.7564,20,,4,,,,,,,1.347,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,5,213345," ""May 09 2000"""," ""01:20:49""",25.587,6.2788,,32.209,,5.1398,30,,5,,,,,,,3.001,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,6,213346," ""May 09 2000"""," ""01:20:49""",25.724,6.23253,,32.4177,,5.7853,40,,6,,,,,,,2.545,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,7,213347," ""May 09 2000"""," ""01:20:49""",25.9,6.06126,,32.4139,,4.6183,50,,7,,,,,,,2.34,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,8,213348," ""May 09 2000"""," ""01:20:49""",26.371,5.8988,,32.9537,,5.265,75,,8,,,,,,,1.136,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,9,213349," ""May 09 2000"""," ""01:20:49""",26.901,4.70664,,33.9026,,7.7882,100,,9,,,,,,,0.3529,"","","",""
66603," BCD2000666",3,44.2667,-63.3167,10,213350," ""May 09 2000"""," ""01:20:49""",27.385,2.72005,,34.5805,,9.2485,140,,10,,,,,,,0.3887,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,1,213351," ""Aug 22 2000"""," ""13:29:38""",22.03,3.56039,,31.0062,,18.7878,1,,1,,,,,,,0.8325,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,2,213352," ""Aug 22 2000"""," ""13:29:38""",22.06,3.67355,,31.0056,,18.7365,5,,2,,,,,,,0.8411,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,3,213353," ""Aug 22 2000"""," ""13:29:38""",22.087,3.92866,,31.0029,,18.7064,10,,3,,,,,,,1.18,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,4,213354," ""Aug 22 2000"""," ""13:29:38""",24.425,4.96355,,32.1677,,12.2961,20,,4,,,,,,,2.264,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,5,213355," ""Aug 22 2000"""," ""13:29:38""",25.532,5.60592,,32.4492,,7.121,30,,5,,,,,,,1.915,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,6,213356," ""Aug 22 2000"""," ""13:29:38""",25.886,5.34869,,32.3856,,4.0762,40,,6,,,,,,,0.7036,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,7,213357," ""Aug 22 2000"""," ""13:29:38""",26.131,5.0524,,32.6662,,4.3224,50,,7,,,,,,,0.4458,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,8,213358," ""Aug 22 2000"""," ""13:29:38""",26.396,4.70557,,32.9102,,4.744,75,,8,,,,,,,0.3664,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,9,213359," ""Aug 22 2000"""," ""13:29:38""",26.765,4.49714,,33.513,,6.5739,100,,9,,,,,,,0.3368,"","","",""
66604," BCD2000666",4,44.2667,-63.3167,10,213360," ""Aug 22 2000"""," ""13:29:38""",27.177,-99,,34.2832,,8.7349,127,,10,,,,,,,0.3027,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,1,213321," ""Jan 10 2000"""," ""16:26:01""",23.745,9.35012,,29.8586,,3.561,1.5,,1,,,,,,,-0.00515,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,2,213322," ""Jan 10 2000"""," ""16:26:01""",24.607,6.40843,,30.922,,3.567,5,,2,,,,,,,0.6888,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,3,213323," ""Jan 10 2000"""," ""16:26:01""",24.631,6.41203,,30.9234,,3.574,10,,3,,,,,,,0.7318,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,4,213324," ""Jan 10 2000"""," ""16:26:01""",24.679,6.40891,,30.9262,,3.5829,20,,4,,,,,,,0.7841,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,5,213325," ""Jan 10 2000"""," ""16:26:01""",24.726,6.40923,,30.9251,,3.575,30,,5,,,,,,,0.7755,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,6,213326," ""Jan 10 2000"""," ""16:26:01""",24.793,6.38284,,30.984,,3.8652,40,,6,,,,,,,0.7033,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,7,213327," ""Jan 10 2000"""," ""16:26:01""",25.172,6.09743,,31.7295,,6.2324,50,,7,,,,,,,0.6299,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,8,213328," ""Jan 10 2000"""," ""16:26:01""",25.972,5.23912,,32.338,,4.4664,75,,8,,,,,,,0.3975,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,9,213329," ""Jan 10 2000"""," ""16:26:01""",26.419,4.86837,,32.6889,,3.9598,100,,9,,,,,,,0.3646,"","","",""
66601," BCD2000666",1,44.2667,-63.3167,10,213330," ""Jan 10 2000"""," ""16:26:01""",26.929,-99,,33.4886,,6.3183,132.5,,10,,,,,,,0.3667,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,1,213331," ""Jan 31 2000"""," ""16:29:31""",10.194,8.25683,,12.7542,,1.4699,1,,1,,,,,,,0.00733,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,2,213332," ""Jan 31 2000"""," ""16:29:31""",24.702,6.71469,,30.8383,,1.3835,5,,2,,,,,,,0.8976,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,3,213333," ""Jan 31 2000"""," ""16:29:31""",24.726,6.71242,,30.8383,,1.3836,10,,3,,,,,,,0.907,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,4,213334," ""Jan 31 2000"""," ""16:29:31""",24.776,6.71712,,30.8418,,1.3854,20,,4,,,,,,,0.9706,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,5,213335," ""Jan 31 2000"""," ""16:29:31""",24.897,6.71057,,30.9663,,1.801,30,,5,,,,,,,0.842,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,6,213336," ""Jan 31 2000"""," ""16:29:31""",25.097,6.57725,,31.1949,,2.2336,40,,6,,,,,,,0.6549,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,7,213337," ""Jan 31 2000"""," ""16:29:31""",25.173,6.53707,,31.2389,,2.3161,50,,7,,,,,,,0.6471,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,8,213338," ""Jan 31 2000"""," ""16:29:31""",25.664,6.08755,,31.8084,,3.3055,75,,8,,,,,,,0.5282,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,9,213339," ""Jan 31 2000"""," ""16:29:31""",26.136,5.52662,,32.4089,,4.5484,100,,9,,,,,,,0.5454,"","","",""
66602," BCD2000666",2,44.2667,-63.3167,10,213340," ""Jan 31 2000"""," ""16:29:31""",27.058,5.61983,,33.7467,,7.1153,140,,10,,,,,,,0.3901,"","","",""
